periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,orgunitlevel3,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Cas suspects de paludismes vus dans les structures de santé,Cas suspects de paludisme vu par les ASC,Cas suspects de paludisme ayant été testés par GE/FM,Cas suspects de paludisme ayant été testés par TDR,Cas de paludisme simple confirmés par GE/FM dans les structures santé,Cas de paludisme simple confirmé par les ASC (TDR+),Cas de paludisme simple confirmés par TDR dans les structures santé,Cas de paludisme simple traité avec les CTA dans les structures de santé,Cas de paludisme simple confirmés traités avec CTA par les ASC,Cas de paludisme grave confirmés par GE/FM dans les structures de santé,Cas de paludisme grave confirmés par TDR dans les structures santé,Cas de paludisme grave confirmé traité (Artesunate ou Arthemeter ou Quinine injectable),Cas presumés de paludisme grave par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme simple par diagnostic clinique (cas testés négatifs traités et non testés traités par antipaludique),Cas presumés de paludisme par diagnostic clinique (cas testés négatifs traités et non testés traités par CTA) par les ASC
202406,Juin 2024,202406,,Mali,Bamako,5ème arrondissement,p5EcmhpQr2u,5ème arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bamako,5ème arrondissement,p5EcmhpQr2u,5ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bamako,6ème arrondissement,gRIdpuHMlO7,6ème arrondissement,,,KWOoDmCIZ7p,Publique,,,11420,431,5511,5556,2847,65,1970,4817,65,750,591,1341,,,
202406,Juin 2024,202406,,Mali,Bamako,6ème arrondissement,gRIdpuHMlO7,6ème arrondissement,,,LjZFmglR38X,Para publique,,,0,,0,0,0,,0,0,,0,0,0,,,
202406,Juin 2024,202406,,Mali,Bamako,6ème arrondissement,gRIdpuHMlO7,6ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bamako,7ème arrondissement,WF2kyHLuVxs,7ème arrondissement,,,KWOoDmCIZ7p,Publique,,,3138,40,2209,929,1368,16,535,1903,16,424,202,626,,,
202406,Juin 2024,202406,,Mali,Bamako,7ème arrondissement,WF2kyHLuVxs,7ème arrondissement,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bamako,7ème arrondissement,WF2kyHLuVxs,7ème arrondissement,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District  Dandèrèsso,xvHB6sTmTs5,District  Dandèrèsso,,,KWOoDmCIZ7p,Publique,,,965,21,,965,0,17,455,455,17,0,216,216,79,88,21
202406,Juin 2024,202406,,Mali,Sikasso,District  Dandèrèsso,xvHB6sTmTs5,District  Dandèrèsso,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Sikasso,District  Dandèrèsso,xvHB6sTmTs5,District  Dandèrèsso,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Abeibara,NxCk8BjbGLD,District Abeibara,,,KWOoDmCIZ7p,Publique,,,138,,,138,0,,49,49,,0,0,0,4,12,
202406,Juin 2024,202406,,Mali,Kidal,District Abeibara,NxCk8BjbGLD,District Abeibara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Abeibara,NxCk8BjbGLD,District Abeibara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Achibogho,akjdU0iCQdc,District Achibogho,,,KWOoDmCIZ7p,Publique,,,,,,,0,,0,0,,0,,0,,,
202406,Juin 2024,202406,,Mali,Kidal,District Achibogho,akjdU0iCQdc,District Achibogho,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Achibogho,akjdU0iCQdc,District Achibogho,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Achouratt,ueVbyL2bsi0,District Achouratt,,,KWOoDmCIZ7p,Publique,,,218,,0,218,0,,118,118,,0,40,40,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Achouratt,ueVbyL2bsi0,District Achouratt,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Achouratt,ueVbyL2bsi0,District Achouratt,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Aguel-Hoc,a8taZNGsXhv,District Aguel-Hoc,,,KWOoDmCIZ7p,Publique,,,175,,,175,0,,49,49,,0,0,0,,,
202406,Juin 2024,202406,,Mali,Kidal,District Aguel-Hoc,a8taZNGsXhv,District Aguel-Hoc,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Aguel-Hoc,a8taZNGsXhv,District Aguel-Hoc,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Al-Ourche,GROxare0bgl,District Al-Ourche,,,KWOoDmCIZ7p,Publique,,,356,,,356,0,,101,101,,0,25,25,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Al-Ourche,GROxare0bgl,District Al-Ourche,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Al-Ourche,GROxare0bgl,District Al-Ourche,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Almoustarat,oMamktjAOd4,District Almoustarat,,,KWOoDmCIZ7p,Publique,,,241,,,230,0,,104,104,,0,57,57,,,
202406,Juin 2024,202406,,Mali,Gao,District Almoustarat,oMamktjAOd4,District Almoustarat,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Almoustarat,oMamktjAOd4,District Almoustarat,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Ambidedi,t7J1HAjYG7k,District Ambidedi,,,KWOoDmCIZ7p,Publique,,,860,4,218,642,38,,35,73,,6,4,10,,,
202406,Juin 2024,202406,,Mali,Kayes,District Ambidedi,t7J1HAjYG7k,District Ambidedi,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Ambidedi,t7J1HAjYG7k,District Ambidedi,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Anderamboukane,bzElG02ZdeC,District Anderamboukane,,,KWOoDmCIZ7p,Publique,,,520,5,,520,0,1,101,101,1,0,8,8,,9,
202406,Juin 2024,202406,,Mali,Menaka,District Anderamboukane,bzElG02ZdeC,District Anderamboukane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Anderamboukane,bzElG02ZdeC,District Anderamboukane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Anefif,LsfLs9itFDu,District Anefif,,,KWOoDmCIZ7p,Publique,,,75,,,75,0,,23,23,,0,6,6,4,6,
202406,Juin 2024,202406,,Mali,Kidal,District Anefif,LsfLs9itFDu,District Anefif,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kidal,District Anefif,LsfLs9itFDu,District Anefif,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Anouzgrene,IQCpmaVGhEo,District Anouzgrene,,,KWOoDmCIZ7p,Publique,,,136,5,,136,0,5,74,74,5,0,9,9,,,
202406,Juin 2024,202406,,Mali,Menaka,District Anouzgrene,IQCpmaVGhEo,District Anouzgrene,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Menaka,District Anouzgrene,IQCpmaVGhEo,District Anouzgrene,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Ansongo,oQbUuw0dLiO,District Ansongo,,,KWOoDmCIZ7p,Publique,,,2217,386,79,2109,7,176,733,740,176,3,473,476,,,
202406,Juin 2024,202406,,Mali,Gao,District Ansongo,oQbUuw0dLiO,District Ansongo,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Ansongo,oQbUuw0dLiO,District Ansongo,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Aourou,Kc8iMuvv6Ap,District Aourou,,,KWOoDmCIZ7p,Publique,,,1294,15,170,1149,77,,83,160,,39,34,73,,43,
202406,Juin 2024,202406,,Mali,Kayes,District Aourou,Kc8iMuvv6Ap,District Aourou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Aourou,Kc8iMuvv6Ap,District Aourou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Arawane,GwnvxMAaoHV,District Arawane,,,KWOoDmCIZ7p,Publique,,,32,,,32,0,,15,15,,0,6,6,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Arawane,GwnvxMAaoHV,District Arawane,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Arawane,GwnvxMAaoHV,District Arawane,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Bafoulabe,frRUz6A3PoY,District Bafoulabe,,,KWOoDmCIZ7p,Publique,,,2453,29,21,2432,3,24,705,707,24,4,217,221,,,
202406,Juin 2024,202406,,Mali,Kayes,District Bafoulabe,frRUz6A3PoY,District Bafoulabe,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Bafoulabe,frRUz6A3PoY,District Bafoulabe,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Baguinéda,wBxYj2hgM1J,District Baguinéda,,,KWOoDmCIZ7p,Publique,,,1248,179,479,769,344,167,425,769,133,89,178,267,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Baguinéda,wBxYj2hgM1J,District Baguinéda,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Baguinéda,wBxYj2hgM1J,District Baguinéda,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Ballé,DdrB9hiZev2,District Ballé,,,KWOoDmCIZ7p,Publique,,,1015,,95,898,16,,193,209,,37,46,83,,,
202406,Juin 2024,202406,,Mali,Nara,District Ballé,DdrB9hiZev2,District Ballé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Ballé,DdrB9hiZev2,District Ballé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Bamba,xKvAxePCQ7V,District Bamba,,,KWOoDmCIZ7p,Publique,,,1222,,,975,0,,424,407,,0,70,70,41,103,
202406,Juin 2024,202406,,Mali,Gao,District Bamba,xKvAxePCQ7V,District Bamba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Bamba,xKvAxePCQ7V,District Bamba,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Bambara Maoudé,wgKON7JTwM6,District Bambara Maoudé,,,KWOoDmCIZ7p,Publique,,,162,,0,158,0,,50,50,,0,7,7,,41,
202406,Juin 2024,202406,,Mali,Tombouctou,District Bambara Maoudé,wgKON7JTwM6,District Bambara Maoudé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Bambara Maoudé,wgKON7JTwM6,District Bambara Maoudé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Banamba,Z2xvsAt2o5a,District Banamba,,,KWOoDmCIZ7p,Publique,,,2752,422,174,2582,69,201,1186,1256,201,20,396,416,0,0,0
202406,Juin 2024,202406,,Mali,Koulikoro,District Banamba,Z2xvsAt2o5a,District Banamba,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Banamba,Z2xvsAt2o5a,District Banamba,,,uD2y9P4ErAF,Confessionnel,,,47,,13,32,,,10,10,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Banco,SLDImFbzCI2,District Banco,,,KWOoDmCIZ7p,Publique,,,980,211,83,897,55,109,355,410,109,15,86,101,,,
202406,Juin 2024,202406,,Mali,Dioila,District Banco,SLDImFbzCI2,District Banco,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Banco,SLDImFbzCI2,District Banco,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Bandiagara,ttG2x2sOEuw,District Bandiagara,,,KWOoDmCIZ7p,Publique,,,821,403,110,711,23,190,255,278,190,21,42,63,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Bandiagara,ttG2x2sOEuw,District Bandiagara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Bandiagara,ttG2x2sOEuw,District Bandiagara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Bankass,GUFCsWIfXBN,District Bankass,,,KWOoDmCIZ7p,Publique,,,1160,486,42,1119,15,94,213,222,94,17,58,75,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Bankass,GUFCsWIfXBN,District Bankass,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Bankass,GUFCsWIfXBN,District Bankass,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Baroueli,lTZ4jOg22OM,District Baroueli,,,KWOoDmCIZ7p,Publique,,,4302,375,559,3770,216,277,1334,1543,277,214,680,894,13,79,0
202406,Juin 2024,202406,,Mali,Ségou,District Baroueli,lTZ4jOg22OM,District Baroueli,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Baroueli,lTZ4jOg22OM,District Baroueli,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Ber,CwdPRO8CU71,District Ber,,,KWOoDmCIZ7p,Publique,,,468,,,457,0,,352,352,,0,55,55,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Ber,CwdPRO8CU71,District Ber,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Ber,CwdPRO8CU71,District Ber,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Bintagoungou,HDwzeX2UlHT,District Bintagoungou,,,KWOoDmCIZ7p,Publique,,,109,,,109,0,,25,25,,0,8,8,,1,
202406,Juin 2024,202406,,Mali,Tombouctou,District Bintagoungou,HDwzeX2UlHT,District Bintagoungou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Bintagoungou,HDwzeX2UlHT,District Bintagoungou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Bla,KDZpgkAAIdR,District Bla,,,KWOoDmCIZ7p,Publique,,,1803,251,152,1651,39,183,726,765,183,106,277,383,43,46,4
202406,Juin 2024,202406,,Mali,Ségou,District Bla,KDZpgkAAIdR,District Bla,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Bla,KDZpgkAAIdR,District Bla,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Boni,Xpq1BTcQObK,District Boni,,,KWOoDmCIZ7p,Publique,,,106,76,,106,0,20,33,33,20,0,8,8,,,
202406,Juin 2024,202406,,Mali,Douentza,District Boni,Xpq1BTcQObK,District Boni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Boni,Xpq1BTcQObK,District Boni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Boron,gxKKQqYZifA,District Boron,,,KWOoDmCIZ7p,Publique,,,593,180,0,593,0,118,256,256,118,0,65,65,0,0,0
202406,Juin 2024,202406,,Mali,Koulikoro,District Boron,gxKKQqYZifA,District Boron,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Boron,gxKKQqYZifA,District Boron,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Boré,acLcU4QndWf,District Boré,,,KWOoDmCIZ7p,Publique,,,119,45,,119,0,19,70,70,19,0,1,1,,,
202406,Juin 2024,202406,,Mali,Douentza,District Boré,acLcU4QndWf,District Boré,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Douentza,District Boré,acLcU4QndWf,District Boré,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Bougouni,yv9CIMQ1sY5,District Bougouni,,,KWOoDmCIZ7p,Publique,,,2994,143,284,2710,32,113,1580,1607,113,15,334,349,2,14,0
202406,Juin 2024,202406,,Mali,Bougouni,District Bougouni,yv9CIMQ1sY5,District Bougouni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Bougouni,yv9CIMQ1sY5,District Bougouni,,,uD2y9P4ErAF,Confessionnel,,,15,,,15,0,,9,9,,0,0,0,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Boujbeha,lHgtA7BKD6a,District Boujbeha,,,KWOoDmCIZ7p,Publique,,,383,,,383,0,,67,67,,0,22,22,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Boujbeha,lHgtA7BKD6a,District Boujbeha,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Taoudenni,District Boujbeha,lHgtA7BKD6a,District Boujbeha,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Bourem,zxeLZVCzWLn,District Bourem,,,KWOoDmCIZ7p,Publique,,,1237,,133,997,89,,434,524,,39,106,145,2,74,0
202406,Juin 2024,202406,,Mali,Gao,District Bourem,zxeLZVCzWLn,District Bourem,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Bourem,zxeLZVCzWLn,District Bourem,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Béléco,hmxfYsl8OQ2,District Béléco,,,KWOoDmCIZ7p,Publique,,,813,344,3,810,3,211,118,121,211,0,238,238,,,
202406,Juin 2024,202406,,Mali,Dioila,District Béléco,hmxfYsl8OQ2,District Béléco,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Béléco,hmxfYsl8OQ2,District Béléco,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nioro,District Béma,JiVwxv8m0Kk,District Béma,,,KWOoDmCIZ7p,Publique,,,903,5,,903,0,,193,193,,0,28,28,,,
202406,Juin 2024,202406,,Mali,Nioro,District Béma,JiVwxv8m0Kk,District Béma,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nioro,District Béma,JiVwxv8m0Kk,District Béma,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Mopti,District de Korientzé,wrLBgZtg00Z,District de Korientzé,,,KWOoDmCIZ7p,Publique,,,236,52,5,236,4,33,113,113,33,0,15,15,,19,
202406,Juin 2024,202406,,Mali,Mopti,District de Korientzé,wrLBgZtg00Z,District de Korientzé,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Mopti,District de Korientzé,wrLBgZtg00Z,District de Korientzé,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Diallassagou,a1pV15Uipo3,District Diallassagou,,,KWOoDmCIZ7p,Publique,,,919,377,,919,0,105,324,324,105,0,32,32,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Diallassagou,a1pV15Uipo3,District Diallassagou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bandiagara,District Diallassagou,a1pV15Uipo3,District Diallassagou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Diamou,cR8vM4gVIBy,District Diamou,,,KWOoDmCIZ7p,Publique,,,218,15,23,195,1,3,14,15,3,0,14,14,,,
202406,Juin 2024,202406,,Mali,Kayes,District Diamou,cR8vM4gVIBy,District Diamou,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Kayes,District Diamou,cR8vM4gVIBy,District Diamou,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nioro,District Diangounté Camara,KZPSErwurOz,District Diangounté Camara,,,KWOoDmCIZ7p,Publique,,,1512,21,,1512,0,12,281,279,12,0,34,34,,,
202406,Juin 2024,202406,,Mali,Nioro,District Diangounté Camara,KZPSErwurOz,District Diangounté Camara,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nioro,District Diangounté Camara,KZPSErwurOz,District Diangounté Camara,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Didiéni,oIFDpYTGBQO,District Didiéni,,,KWOoDmCIZ7p,Publique,,,785,38,241,544,102,20,147,241,20,42,48,90,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Didiéni,oIFDpYTGBQO,District Didiéni,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Koulikoro,District Didiéni,oIFDpYTGBQO,District Didiéni,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nioro,District Diema,UyyD8LAWMRr,District Diema,,,KWOoDmCIZ7p,Publique,,,2120,109,243,1871,44,32,239,283,32,24,90,114,,22,
202406,Juin 2024,202406,,Mali,Nioro,District Diema,UyyD8LAWMRr,District Diema,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nioro,District Diema,UyyD8LAWMRr,District Diema,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Dilly,HDkwiCbXGJv,District Dilly,,,KWOoDmCIZ7p,Publique,,,1018,34,,1018,0,24,485,485,24,0,345,345,,,
202406,Juin 2024,202406,,Mali,Nara,District Dilly,HDkwiCbXGJv,District Dilly,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Nara,District Dilly,HDkwiCbXGJv,District Dilly,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Dioila,KC1X5O548TB,District Dioila,,,KWOoDmCIZ7p,Publique,,,2017,678,481,1536,225,398,394,619,398,222,211,433,,,
202406,Juin 2024,202406,,Mali,Dioila,District Dioila,KC1X5O548TB,District Dioila,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Dioila,District Dioila,KC1X5O548TB,District Dioila,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Dioro,UBKGngSPx1z,District Dioro,,,KWOoDmCIZ7p,Publique,,,761,446,168,589,97,248,272,369,248,51,173,224,0,0,0
202406,Juin 2024,202406,,Mali,Ségou,District Dioro,UBKGngSPx1z,District Dioro,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Ségou,District Dioro,UBKGngSPx1z,District Dioro,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Diré,bmoif0n6BVl,District Diré,,,KWOoDmCIZ7p,Publique,,,2644,,653,1767,378,,711,1067,,238,118,356,15,144,
202406,Juin 2024,202406,,Mali,Tombouctou,District Diré,bmoif0n6BVl,District Diré,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Tombouctou,District Diré,bmoif0n6BVl,District Diré,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Djebock,MDBrPljyqbG,District Djebock,,,KWOoDmCIZ7p,Publique,,,133,131,,111,0,1,63,63,1,0,0,0,11,11,11
202406,Juin 2024,202406,,Mali,Gao,District Djebock,MDBrPljyqbG,District Djebock,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Gao,District Djebock,MDBrPljyqbG,District Djebock,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Mopti,District Djenné,O9tXjlPUnNE,District Djenné,,,KWOoDmCIZ7p,Publique,,,2637,1004,285,2352,71,583,1053,1124,583,98,624,722,,,
202406,Juin 2024,202406,,Mali,Mopti,District Djenné,O9tXjlPUnNE,District Djenné,,,LjZFmglR38X,Para publique,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Mopti,District Djenné,O9tXjlPUnNE,District Djenné,,,uD2y9P4ErAF,Confessionnel,,,,,,,,,,,,,,,,,
202406,Juin 2024,202406,,Mali,Bougouni,District Dogo,CCccx6jm0ML,District Dogo,,,KWOoDmCIZ7p,Publique,,,456,52,,456,0,35,226,226,35,0,152,152,,,
